model,turn,u,r,rho,p,q,n,sig,scope
Llama,3,U5,SEN,0.1689902847344104,0.15588064262517945,0.33776392868632044,72,False,per_turn
Llama,3,U5,AUR,-0.207813094371452,0.07983063576267552,0.2661021192089184,72,False,per_turn
Llama,3,U5,TD,0.004896834783172352,0.9674361668246753,1.0,72,False,per_turn
Llama,3,U5,FIX,0.43003542254753696,0.00016318705487710063,0.004079676371927516,72,True,per_turn
Llama,3,U5,RT,0.3970044995262582,0.0005547956706432115,0.009246594510720192,72,True,per_turn
Llama,3,U5,TN,-0.10085215053253928,0.3992653876684741,0.6049475570734456,72,False,per_turn
Llama,3,U5,QOC,-0.16365346305781717,0.16955870364844217,0.33776392868632044,72,False,per_turn
Llama,3,U5,LM,-0.00600122521735997,0.9600974389676264,1.0,72,False,per_turn
Llama,3,U5,ME,,,1.0,72,False,per_turn
Llama,3,U5,EMP,-0.017499713010675533,0.8839984885584993,1.0,72,False,per_turn
Llama,4,U1,SEN,0.3921498598814514,0.0006572485670057421,0.016431214175143552,72,True,per_turn
Llama,4,U1,AUR,0.047685087806492846,0.690802437188667,0.8855351911988067,72,False,per_turn
Llama,4,U1,TD,-0.29110650364320667,0.013106060749449257,0.13106060749449258,72,False,per_turn
Llama,4,U1,FIX,0.030547475281566438,0.7989340341552487,0.9289930629712194,72,False,per_turn
Llama,4,U1,RT,0.09962427596903928,0.40505936272749576,0.6983782115991307,72,False,per_turn
Llama,4,U1,TN,0.15093781199421216,0.20565636811906646,0.6666938804484287,72,False,per_turn
Llama,4,U1,QOC,-0.07674005307045394,0.5217107792631448,0.7904708776714315,72,False,per_turn
Llama,4,U1,LM,0.15040161913795771,0.20729012436456193,0.6666938804484287,72,False,per_turn
Llama,4,U1,ME,,,1.0,72,False,per_turn
Llama,4,U1,EMP,-0.08021567395933522,0.5029720603467024,0.7904708776714315,72,False,per_turn
Llama,4,U2,SEN,0.038701019610448376,0.7468749616612507,0.8891368591205365,72,False,per_turn
Llama,4,U2,AUR,-0.14630503430885677,0.22007686464086088,0.6666938804484287,72,False,per_turn
Llama,4,U2,TD,-0.043500674715609026,0.7167339466006943,0.8855351911988067,72,False,per_turn
Llama,4,U2,FIX,0.1221551987237907,0.3066791850062772,0.6666938804484287,72,False,per_turn
Llama,4,U2,RT,0.10325324902499548,0.38807732033503795,0.6983782115991307,72,False,per_turn
Llama,4,U2,TN,0.0038543089776081913,0.974366288396995,1.0,72,False,per_turn
Llama,4,U2,QOC,0.011337605809045265,0.9246944301819532,1.0,72,False,per_turn
Llama,4,U2,LM,-0.05278104933306605,0.6596974186134384,0.8855351911988067,72,False,per_turn
Llama,4,U2,ME,,,1.0,72,False,per_turn
Llama,4,U2,EMP,0.1565954235667353,0.1889734695083321,0.6666938804484287,72,False,per_turn
Llama,4,U3,SEN,0.6416889479197478,1.249010249244126e-09,6.24505124622063e-08,72,True,per_turn
Llama,4,U3,AUR,0.1333992257679625,0.2639425506101998,0.6666938804484287,72,False,per_turn
Llama,4,U3,TD,-0.1723153715868547,0.147783209852013,0.6666938804484287,72,False,per_turn
Llama,4,U3,FIX,0.08372412210726277,0.48441555861270147,0.7904708776714315,72,False,per_turn
Llama,4,U3,RT,0.11082318341511886,0.354047476329839,0.6983782115991307,72,False,per_turn
Llama,4,U3,TN,0.0419960525565808,0.7261388567830216,0.8855351911988067,72,False,per_turn
Llama,4,U3,QOC,-0.3240212139582997,0.005492611841830705,0.09154353069717841,72,False,per_turn
Llama,4,U3,LM,-0.12314934674116676,0.30272945269138596,0.6666938804484287,72,False,per_turn
Llama,4,U3,ME,,,1.0,72,False,per_turn
Llama,4,U3,EMP,-0.14935943474704588,0.21049192729891258,0.6666938804484287,72,False,per_turn
Llama,4,U4,SEN,-0.07312724241271305,0.5415547043315359,0.7964039769581409,72,False,per_turn
Llama,4,U4,AUR,-0.1064157686745048,0.3736300060914983,0.6983782115991307,72,False,per_turn
Llama,4,U4,TD,0.20883363405055305,0.07832879222528473,0.5594913730377481,72,False,per_turn
Llama,4,U4,FIX,0.14892084929531763,0.2118497637696523,0.6666938804484287,72,False,per_turn
Llama,4,U4,RT,0.12405402556534183,0.2991640740222119,0.6666938804484287,72,False,per_turn
Llama,4,U4,TN,-0.10050378152592121,0.40090425866738855,0.6983782115991307,72,False,per_turn
Llama,4,U4,QOC,-0.13866348729360573,0.24538647177936235,0.6666938804484287,72,False,per_turn
Llama,4,U4,LM,-0.13162144414284138,0.2704175188516631,0.6666938804484287,72,False,per_turn
Llama,4,U4,ME,,,1.0,72,False,per_turn
Llama,4,U4,EMP,-0.10286124689284593,0.3898910012730191,0.6983782115991307,72,False,per_turn
Llama,4,U5,SEN,0.17093074834888347,0.1511160396176528,0.6666938804484287,72,False,per_turn
Llama,4,U5,AUR,0.0647762435761322,0.5887879042518389,0.8411255775026271,72,False,per_turn
Llama,4,U5,TD,0.12233453546511934,0.30596422533733,0.6666938804484287,72,False,per_turn
Llama,4,U5,FIX,0.19041882957713044,0.10911660616337684,0.6666938804484287,72,False,per_turn
Llama,4,U5,RT,0.05412619384183328,0.651579325098509,0.8855351911988067,72,False,per_turn
Llama,4,U5,TN,0.29936221012702874,0.01063123900709985,0.13106060749449258,72,False,per_turn
Llama,4,U5,QOC,-0.050566949280814975,0.6731451607163158,0.8855351911988067,72,False,per_turn
Llama,4,U5,LM,-0.07711179522236697,0.5196898975106695,0.7904708776714315,72,False,per_turn
Llama,4,U5,ME,,,1.0,72,False,per_turn
Llama,4,U5,EMP,0.24879106250433733,0.035085205044467264,0.2923767087038939,72,False,per_turn
Llama,5,U1,SEN,0.4050857549645088,0.0004160232203096078,0.010400580507740195,72,True,per_turn
Llama,5,U1,AUR,0.24368265052153962,0.03913788258233402,0.2795563041595287,72,False,per_turn
Llama,5,U1,TD,-0.3599859814892709,0.0018965973854063439,0.03160995642343906,72,True,per_turn
Llama,5,U1,FIX,-0.018263800853345162,0.8789709156827622,1.0,72,False,per_turn
Llama,5,U1,RT,-0.008146049999833368,0.9458549660090414,1.0,72,False,per_turn
Llama,5,U1,TN,0.2618622022981012,0.02628225816331975,0.21901881802766457,72,False,per_turn
Llama,5,U1,QOC,0.07015828807464268,0.5581333839530354,0.9622989378500609,72,False,per_turn
Llama,5,U1,LM,0.19208513454850104,0.10599432979848881,0.5360683155853867,72,False,per_turn
Llama,5,U1,ME,,,1.0,72,False,per_turn
Llama,5,U1,EMP,0.13479730536680684,0.25892459807332724,0.6825686271765994,72,False,per_turn
Llama,5,U2,SEN,0.2740790978752695,0.01981988304161599,0.19819883041615988,72,False,per_turn
Llama,5,U2,AUR,-0.1748766123828002,0.14176354458501322,0.6443797481136965,72,False,per_turn
Llama,5,U2,TD,0.1399010137755698,0.24115760269268036,0.6825686271765994,72,False,per_turn
Llama,5,U2,FIX,-0.14768720025345114,0.2157022493547304,0.6825686271765994,72,False,per_turn
Llama,5,U2,RT,-0.08275117042280047,0.48952491576138435,0.8886499834036515,72,False,per_turn
Llama,5,U2,TN,0.023239282338011834,0.8463584538297637,1.0,72,False,per_turn
Llama,5,U2,QOC,-0.151289129433167,0.2045908954045723,0.6825686271765994,72,False,per_turn
Llama,5,U2,LM,-0.027827426421428735,0.8165100952706471,1.0,72,False,per_turn
Llama,5,U2,ME,,,1.0,72,False,per_turn
Llama,5,U2,EMP,0.08121601602746818,0.4976439907060448,0.8886499834036515,72,False,per_turn
Llama,5,U3,SEN,0.7726674092862558,1.8662856956912056e-15,9.331428478456028e-14,72,True,per_turn
Llama,5,U3,AUR,0.11327561767767327,0.3434311967987408,0.7465895582581321,72,False,per_turn
Llama,5,U3,TD,-0.0978279740156158,0.4136235856003889,0.8617158033341435,72,False,per_turn
Llama,5,U3,FIX,0.12654487725411145,0.28948972911755383,0.7237243227938845,72,False,per_turn
Llama,5,U3,RT,0.1444088979502891,0.22617898264009406,0.6825686271765994,72,False,per_turn
Llama,5,U3,TN,0.11824971875806833,0.32251742452122134,0.7329941466391395,72,False,per_turn
Llama,5,U3,QOC,0.03423265984407288,0.7752812451146485,1.0,72,False,per_turn
Llama,5,U3,LM,0.02725321405002239,0.8202323528797303,1.0,72,False,per_turn
Llama,5,U3,ME,,,1.0,72,False,per_turn
Llama,5,U3,EMP,0.014869717232215203,0.9013371823913281,1.0,72,False,per_turn
Llama,5,U4,SEN,-0.056961797141151044,0.6345988399923435,1.0,72,False,per_turn
Llama,5,U4,AUR,-0.08350789327525197,0.4855486122381465,0.8886499834036515,72,False,per_turn
Llama,5,U4,TD,0.1538554437923503,0.19692679658756732,0.6825686271765994,72,False,per_turn
Llama,5,U4,FIX,0.037550740616307,0.7541571274541945,1.0,72,False,per_turn
Llama,5,U4,RT,0.04920801692436017,0.6814501511751703,1.0,72,False,per_turn
Llama,5,U4,TN,0.03680715856896273,0.7588760359972415,1.0,72,False,per_turn
Llama,5,U4,QOC,-0.16151457061744962,0.17528088731214647,0.6825686271765994,72,False,per_turn
Llama,5,U4,LM,-0.0020410246049744397,0.9864241878759523,1.0,72,False,per_turn
Llama,5,U4,ME,,,1.0,72,False,per_turn
Llama,5,U4,EMP,-0.21047233883404726,0.07596440357284952,0.4747775223303095,72,False,per_turn
Llama,5,U5,SEN,0.19142992820927382,0.10721366311707735,0.5360683155853867,72,False,per_turn
Llama,5,U5,AUR,0.11927312860872134,0.3183175044212112,0.7329941466391395,72,False,per_turn
Llama,5,U5,TD,0.08579156994439882,0.47365314765268174,0.8886499834036515,72,False,per_turn
Llama,5,U5,FIX,0.06391945185539331,0.5937372173781637,0.9895620289636061,72,False,per_turn
Llama,5,U5,RT,0.05220879306353029,0.6631630406326994,1.0,72,False,per_turn
Llama,5,U5,TN,0.3190753392055686,0.006297750156993513,0.07872187696241892,72,False,per_turn
Llama,5,U5,QOC,0.0,1.0,1.0,72,False,per_turn
Llama,5,U5,LM,0.027151058000890016,0.820894984126861,1.0,72,False,per_turn
Llama,5,U5,ME,,,1.0,72,False,per_turn
Llama,5,U5,EMP,0.13467076916301204,0.25937607832710774,0.6825686271765994,72,False,per_turn
Llama,6,U1,SEN,0.2851277420831222,0.015196129079846764,0.14916181639143164,72,False,per_turn
Llama,6,U1,AUR,0.29943019891582473,0.01061267575218145,0.14916181639143164,72,False,per_turn
Llama,6,U1,TD,-0.38071647887530297,0.0009698413249973173,0.024246033124932932,72,True,per_turn
Llama,6,U1,FIX,0.0677774029793697,0.5716003160668809,0.9713947104604874,72,False,per_turn
Llama,6,U1,RT,0.10000520195355836,0.40325664655676374,0.8065132931135275,72,False,per_turn
Llama,6,U1,TN,0.12110823595607462,0.3108746956347013,0.7314113730513276,72,False,per_turn
Llama,6,U1,QOC,-0.053223133821322224,0.6570250043173167,0.9713947104604874,72,False,per_turn
Llama,6,U1,LM,0.15459536389712225,0.19475578398867482,0.7012756982382657,72,False,per_turn
Llama,6,U1,ME,,,1.0,72,False,per_turn
Llama,6,U1,EMP,0.0614329878345826,0.6082047652785891,0.9713947104604874,72,False,per_turn
Llama,6,U2,SEN,0.20715457799480472,0.080811812433233,0.5050738277077063,72,False,per_turn
Llama,6,U2,AUR,0.022992455212769134,0.8479707271425516,1.0,72,False,per_turn
Llama,6,U2,TD,0.1170437950722891,0.3275115267069386,0.7314113730513276,72,False,per_turn
Llama,6,U2,FIX,-0.06482821938294994,0.5884882631313784,0.9713947104604874,72,False,per_turn
Llama,6,U2,RT,0.04197859547141917,0.7262482159804039,0.9814165080816268,72,False,per_turn
Llama,6,U2,TN,0.04650924081173154,0.6980551075083308,0.9713947104604874,72,False,per_turn
Llama,6,U2,QOC,-0.13023382694247793,0.27554487932218213,0.7251181034794266,72,False,per_turn
Llama,6,U2,LM,0.11328364255001473,0.3433967880842089,0.7314113730513276,72,False,per_turn
Llama,6,U2,ME,,,1.0,72,False,per_turn
Llama,6,U2,EMP,0.15328961972597102,0.19859864926849904,0.7012756982382657,72,False,per_turn
Llama,6,U3,SEN,0.57953786404698,9.605715508630624e-08,4.802857754315312e-06,72,True,per_turn
Llama,6,U3,AUR,0.16116459280507606,0.17623044521155765,0.7012756982382657,72,False,per_turn
Llama,6,U3,TD,-0.13763425190510112,0.24894211590651022,0.7012756982382657,72,False,per_turn
Llama,6,U3,FIX,0.13762047064079508,0.24898996316548297,0.7012756982382657,72,False,per_turn
Llama,6,U3,RT,0.060152076231736955,0.6157172464862491,0.9713947104604874,72,False,per_turn
Llama,6,U3,TN,0.1938324980081855,0.10279509258077643,0.5710838476709802,72,False,per_turn
Llama,6,U3,QOC,-0.11766856380257293,0.3249180675307336,0.7314113730513276,72,False,per_turn
Llama,6,U3,LM,0.012054428075123559,0.9199484178617146,1.0,72,False,per_turn
Llama,6,U3,ME,,,1.0,72,False,per_turn
Llama,6,U3,EMP,0.13926212476455826,0.24333449922046277,0.7012756982382657,72,False,per_turn
Llama,6,U4,SEN,-0.055470019622522924,0.6435093406599954,0.9713947104604874,72,False,per_turn
Llama,6,U4,AUR,-0.06776309271789384,0.5716817137417335,0.9713947104604874,72,False,per_turn
Llama,6,U4,TD,0.15286296409067307,0.19986599477508116,0.7012756982382657,72,False,per_turn
Llama,6,U4,FIX,-0.04629100498862758,0.699404191531551,0.9713947104604874,72,False,per_turn
Llama,6,U4,RT,-0.02529147778628352,0.8329784911491954,1.0,72,False,per_turn
Llama,6,U4,TN,-0.15151853376157842,0.2038972831146057,0.7012756982382657,72,False,per_turn
Llama,6,U4,QOC,0.2869538329039684,0.014529262146080146,0.14916181639143164,72,False,per_turn
Llama,6,U4,LM,-0.11150462324365558,0.3510774590646373,0.7314113730513276,72,False,per_turn
Llama,6,U4,ME,,,1.0,72,False,per_turn
Llama,6,U4,EMP,-0.13662601021279464,0.2524592513657757,0.7012756982382657,72,False,per_turn
Llama,6,U5,SEN,0.27836750704389096,0.0178994179669718,0.14916181639143164,72,False,per_turn
Llama,6,U5,AUR,0.048449173116101515,0.6861043212399824,0.9713947104604874,72,False,per_turn
Llama,6,U5,TD,0.005125907507746136,0.9659137255012645,1.0,72,False,per_turn
Llama,6,U5,FIX,-0.09210981510300817,0.4415746198721927,0.8491819612926783,72,False,per_turn
Llama,6,U5,RT,-0.014102363901023696,0.906405150182651,1.0,72,False,per_turn
Llama,6,U5,TN,-0.03292095072316775,0.7836781075527837,1.0,72,False,per_turn
Llama,6,U5,QOC,0.0013348464562862683,0.9911210701378397,1.0,72,False,per_turn
Llama,6,U5,LM,0.2550557480974971,0.03059954391802015,0.2185681708430011,72,False,per_turn
Llama,6,U5,ME,,,1.0,72,False,per_turn
Llama,6,U5,EMP,0.03308816801193099,0.7826062777464664,1.0,72,False,per_turn
Llama,7,U1,SEN,0.4149875587448899,0.00028945514638056065,0.007236378659514016,72,True,per_turn
Llama,7,U1,AUR,0.13283598187306286,0.2659825519277725,0.822859127286395,72,False,per_turn
Llama,7,U1,TD,-0.17011687633924022,0.15310102357537983,0.6959137435244538,72,False,per_turn
Llama,7,U1,FIX,0.1552154959364776,0.19294951873466923,0.7626124534085903,72,False,per_turn
Llama,7,U1,RT,0.10786616039309987,0.3671146134327594,0.8303060817173687,72,False,per_turn
Llama,7,U1,TN,-0.11170121370679827,0.35022351038459587,0.8303060817173687,72,False,per_turn
Llama,7,U1,QOC,-0.056482555469078786,0.6374558226022151,0.9374350332385516,72,False,per_turn
Llama,7,U1,LM,0.2742151596246004,0.01975635107101714,0.24695438838771422,72,False,per_turn
Llama,7,U1,ME,,,1.0,72,False,per_turn
Llama,7,U1,EMP,0.06337007844285658,0.5969204761279165,0.9374350332385516,72,False,per_turn
Llama,7,U2,SEN,0.12480399379170302,0.2962292858231022,0.822859127286395,72,False,per_turn
Llama,7,U2,AUR,0.1010051381601789,0.39854691922433705,0.8303060817173687,72,False,per_turn
Llama,7,U2,TD,0.009602565541266851,0.9361925064349192,1.0,72,False,per_turn
Llama,7,U2,FIX,0.0451602229153286,0.7064092226746562,0.9740823535816941,72,False,per_turn
Llama,7,U2,RT,0.09449492608662395,0.42978939462821986,0.8393055738560565,72,False,per_turn
Llama,7,U2,TN,-0.01316212553473715,0.9126199999343874,1.0,72,False,per_turn
Llama,7,U2,QOC,-0.016241621692481015,0.8922863989012702,1.0,72,False,per_turn
Llama,7,U2,LM,0.18014707621404397,0.12995883628195382,0.6497941814097691,72,False,per_turn
Llama,7,U2,ME,,,1.0,72,False,per_turn
Llama,7,U2,EMP,0.26208643400645626,0.026149279158704082,0.2614927915870408,72,False,per_turn
Llama,7,U3,SEN,0.6681531047810607,1.4350003458731072e-10,7.175001729365536e-09,72,True,per_turn
Llama,7,U3,AUR,-0.003707137829340585,0.9753447632513756,1.0,72,False,per_turn
Llama,7,U3,TD,-0.03944126228783987,0.7422002669199521,0.9740823535816941,72,False,per_turn
Llama,7,U3,FIX,0.06091449038731726,0.6112409140095814,0.9374350332385516,72,False,per_turn
Llama,7,U3,RT,0.03931644226404198,0.7429878692412955,0.9740823535816941,72,False,per_turn
Llama,7,U3,TN,0.027438482430479076,0.819030937297394,1.0,72,False,per_turn
Llama,7,U3,QOC,-0.11140727536923337,0.3515007958162505,0.8303060817173687,72,False,per_turn
Llama,7,U3,LM,0.08282643573144106,0.4891286573817515,0.8734440310388419,72,False,per_turn
Llama,7,U3,ME,,,1.0,72,False,per_turn
Llama,7,U3,EMP,0.036664208724682144,0.7597842357937215,0.9740823535816941,72,False,per_turn
Llama,7,U4,SEN,0.07726674092862557,0.5188487428359961,0.8945667979930968,72,False,per_turn
Llama,7,U4,AUR,0.09163501600463758,0.4439420967837312,0.8393055738560565,72,False,per_turn
Llama,7,U4,TD,0.1254296189980364,0.29379554871405394,0.822859127286395,72,False,per_turn
Llama,7,U4,FIX,0.24214746427805098,0.04042920532724928,0.33424372102582295,72,False,per_turn
Llama,7,U4,RT,0.10384944992390177,0.385328531628086,0.8303060817173687,72,False,per_turn
Llama,7,U4,TN,-0.056519923914526586,0.6372328616361134,0.9374350332385516,72,False,per_turn
Llama,7,U4,QOC,-0.11255834154250921,0.34651540407569603,0.8303060817173687,72,False,per_turn
Llama,7,U4,LM,-0.1290026630508866,0.28014812774162656,0.822859127286395,72,False,per_turn
Llama,7,U4,ME,,,1.0,72,False,per_turn
Llama,7,U4,EMP,0.08978680122161592,0.45322500988227055,0.8393055738560565,72,False,per_turn
Llama,7,U5,SEN,0.3079962014036072,0.008488105072044049,0.1414684178674008,72,False,per_turn
Llama,7,U5,AUR,0.1533974575759332,0.19827923788623347,0.7626124534085903,72,False,per_turn
Llama,7,U5,TD,0.1298875518864624,0.27683444634713106,0.822859127286395,72,False,per_turn
Llama,7,U5,FIX,0.20468570734496933,0.08457593942845555,0.5285996214278472,72,False,per_turn
Llama,7,U5,RT,0.2351257696293036,0.046794120943615215,0.33424372102582295,72,False,per_turn
Llama,7,U5,TN,-0.013298748353096176,0.911716607675249,1.0,72,False,per_turn
Llama,7,U5,QOC,-0.04919104325684773,0.6815541259351623,0.9736487513359462,72,False,per_turn
Llama,7,U5,LM,0.07377250583456604,0.5379836355270975,0.8966393925451626,72,False,per_turn
Llama,7,U5,ME,,,1.0,72,False,per_turn
Llama,7,U5,EMP,0.1846602080995543,0.12045696585608356,0.6497941814097691,72,False,per_turn
Llama,8,U1,SEN,0.3854496446637727,0.0008269609140459866,0.01603804350288621,72,True,per_turn
Llama,8,U1,AUR,0.15329919079541557,0.19857028527030648,0.5277052199657473,72,False,per_turn
Llama,8,U1,TD,-0.22134072688189543,0.0616900830186149,0.251463022771153,72,False,per_turn
Llama,8,U1,FIX,0.1101688321812308,0.3569140005709468,0.6863730780210516,72,False,per_turn
Llama,8,U1,RT,0.14838668949859957,0.2135118428487816,0.5277052199657473,72,False,per_turn
Llama,8,U1,TN,-0.17078251276599332,0.1514761407905234,0.46394805508876474,72,False,per_turn
Llama,8,U1,QOC,-0.08188043533196013,0.49412144687223425,0.7825851435299508,72,False,per_turn
Llama,8,U1,LM,0.1347364747608375,0.2591415746959238,0.5387245182603638,72,False,per_turn
Llama,8,U1,ME,,,1.0,72,False,per_turn
Llama,8,U1,EMP,-0.061828402233531185,0.6058937795875987,0.8655625422679981,72,False,per_turn
Llama,8,U2,SEN,0.3210040120740267,0.0059721917594895415,0.060611794180191414,72,False,per_turn
Llama,8,U2,AUR,0.26736670501339294,0.023178376709260335,0.16555983363757382,72,False,per_turn
Llama,8,U2,TD,0.10560663625481538,0.37729498912849846,0.6919005876291816,72,False,per_turn
Llama,8,U2,FIX,0.21740319206634412,0.06658720878109822,0.251463022771153,72,False,per_turn
Llama,8,U2,RT,0.320467806563676,0.006061179418019141,0.060611794180191414,72,False,per_turn
Llama,8,U2,TN,0.13943492051730022,0.24274440118424373,0.5277052199657473,72,False,per_turn
Llama,8,U2,QOC,-0.016396291043713283,0.8912668466649982,1.0,72,False,per_turn
Llama,8,U2,LM,0.17397741162200603,0.14385557050986955,0.46394805508876474,72,False,per_turn
Llama,8,U2,ME,,,1.0,72,False,per_turn
Llama,8,U2,EMP,-0.07017099263243008,0.5580619303893125,0.8222147970914149,72,False,per_turn
Llama,8,U3,SEN,0.7390659560519331,1.2414138402881967e-13,6.2070692014409834e-12,72,True,per_turn
Llama,8,U3,AUR,0.1420370482454297,0.23397702620275448,0.5277052199657473,72,False,per_turn
Llama,8,U3,TD,-0.14071207304506322,0.238413445263374,0.5277052199657473,72,False,per_turn
Llama,8,U3,FIX,0.21448892506090628,0.07040964637592284,0.251463022771153,72,False,per_turn
Llama,8,U3,RT,0.23356197113330732,0.04831854385447845,0.24159271927239226,72,False,per_turn
Llama,8,U3,TN,0.22454435656953595,0.05792456006372708,0.251463022771153,72,False,per_turn
Llama,8,U3,QOC,-0.16824404674701443,0.15774233873018,0.46394805508876474,72,False,per_turn
Llama,8,U3,LM,0.13190921176136605,0.2693622591301819,0.5387245182603638,72,False,per_turn
Llama,8,U3,ME,,,1.0,72,False,per_turn
Llama,8,U3,EMP,0.10041928905068676,0.40130234082492533,0.6919005876291816,72,False,per_turn
Llama,8,U4,SEN,-0.055470019622522924,0.6435093406599954,0.8698947900313737,72,False,per_turn
Llama,8,U4,AUR,-0.05543449607125058,0.6437221446232165,0.8698947900313737,72,False,per_turn
Llama,8,U4,TD,0.1448713409442958,0.22467997804382736,0.5277052199657473,72,False,per_turn
Llama,8,U4,FIX,-0.036238595580058104,0.7624901884564234,0.9775515236620813,72,False,per_turn
Llama,8,U4,RT,-0.01582552454711733,0.8950300958596761,1.0,72,False,per_turn
Llama,8,U4,TN,0.0,1.0,1.0,72,False,per_turn
Llama,8,U4,QOC,0.08061258480669069,0.5008544918591685,0.7825851435299508,72,False,per_turn
Llama,8,U4,LM,0.011636931352938997,0.9227122955881392,1.0,72,False,per_turn
Llama,8,U4,ME,,,1.0,72,False,per_turn
Llama,8,U4,EMP,-0.06998542122237651,0.5591060620221621,0.8222147970914149,72,False,per_turn
Llama,8,U5,SEN,0.2516867118516596,0.032947918929910676,0.18304399405505933,72,False,per_turn
Llama,8,U5,AUR,0.25260969094636365,0.03229002293163372,0.18304399405505933,72,False,per_turn
Llama,8,U5,TD,0.09271028334753366,0.4385906780610107,0.7309844634350179,72,False,per_turn
Llama,8,U5,FIX,0.2870091095754416,0.014509475794103893,0.1209122982841991,72,False,per_turn
Llama,8,U5,RT,0.3809504977519135,0.0009622826101731727,0.01603804350288621,72,True,per_turn
Llama,8,U5,TN,0.10304019802329334,0.3890624212350763,0.6919005876291816,72,False,per_turn
Llama,8,U5,QOC,0.01047870293221114,0.930384585995271,1.0,72,False,per_turn
Llama,8,U5,LM,0.008678750928051234,0.9423200737347874,1.0,72,False,per_turn
Llama,8,U5,ME,,,1.0,72,False,per_turn
Llama,8,U5,EMP,0.04805804907832276,0.688507748573687,0.9059312481232724,72,False,per_turn
Llama,9,U1,SEN,0.36633227808507385,0.0015517650465234122,0.03879412616308531,72,True,per_turn
Llama,9,U1,AUR,0.24145496046830986,0.04102316615917896,0.2563947884948685,72,False,per_turn
Llama,9,U1,TD,-0.2556640200704145,0.03019090792882235,0.2563947884948685,72,False,per_turn
Llama,9,U1,FIX,0.24273659421968774,0.039929540466182356,0.2563947884948685,72,False,per_turn
Llama,9,U1,RT,0.1895359834384509,0.11079944842870927,0.403286696362296,72,False,per_turn
Llama,9,U1,TN,0.25000392873085814,0.03417629841638615,0.2563947884948685,72,False,per_turn
Llama,9,U1,QOC,-0.0986292898294003,0.4097902711340401,0.8620177360448553,72,False,per_turn
Llama,9,U1,LM,0.08239889953131185,0.4913818043824383,0.8620177360448553,72,False,per_turn
Llama,9,U1,ME,,,1.0,72,False,per_turn
Llama,9,U1,EMP,-0.041490575085427694,0.729307602030919,0.935009746193486,72,False,per_turn
Llama,9,U2,SEN,0.20252283461730483,0.08798637638499081,0.39351950706783695,72,False,per_turn
Llama,9,U2,AUR,0.18780873493359967,0.11414976000816986,0.403286696362296,72,False,per_turn
Llama,9,U2,TD,0.10428316862928097,0.38333620269186996,0.8620177360448553,72,False,per_turn
Llama,9,U2,FIX,0.20859019594002742,0.07868498032676696,0.3934249016338348,72,False,per_turn
Llama,9,U2,RT,0.2804079501073094,0.017043132793695265,0.21303915992119082,72,False,per_turn
Llama,9,U2,TN,-0.05640927889257989,0.6378931246731929,0.8620177360448553,72,False,per_turn
Llama,9,U2,QOC,0.08804124222975156,0.46208985646076806,0.8620177360448553,72,False,per_turn
Llama,9,U2,LM,0.07086360228921328,0.5541731245097183,0.8620177360448553,72,False,per_turn
Llama,9,U2,ME,,,1.0,72,False,per_turn
Llama,9,U2,EMP,0.11545327276975476,0.3341730446367278,0.7956501062779233,72,False,per_turn
Llama,9,U3,SEN,0.648025982709052,7.583763812894521e-10,3.79188190644726e-08,72,True,per_turn
Llama,9,U3,AUR,0.05926472756376028,0.6209447624709339,0.8620177360448553,72,False,per_turn
Llama,9,U3,TD,-0.003653351462661367,0.9757023737762105,1.0,72,False,per_turn
Llama,9,U3,FIX,0.08417526608158699,0.4820560560621493,0.8620177360448553,72,False,per_turn
Llama,9,U3,RT,0.1178816611050568,0.3240364845109217,0.7956501062779233,72,False,per_turn
Llama,9,U3,TN,0.15111025295655578,0.20513289867789308,0.5698136074385919,72,False,per_turn
Llama,9,U3,QOC,-0.07595545253127502,0.5259890041013413,0.8620177360448553,72,False,per_turn
Llama,9,U3,LM,-0.06154492532310607,0.6075501605670898,0.8620177360448553,72,False,per_turn
Llama,9,U3,ME,,,1.0,72,False,per_turn
Llama,9,U3,EMP,-0.012177838208871222,0.9191316078221151,1.0,72,False,per_turn
Llama,9,U4,SEN,-0.056961797141151044,0.6345988399923435,0.8620177360448553,72,False,per_turn
Llama,9,U4,AUR,0.15620476978750322,0.1900930311729317,0.5590971505086226,72,False,per_turn
Llama,9,U4,TD,0.032498493594324794,0.7863877595908297,0.959009462915646,72,False,per_turn
Llama,9,U4,FIX,0.1844019101280763,0.12098600890868881,0.403286696362296,72,False,per_turn
Llama,9,U4,RT,-0.02602956765683769,0.8281776137081437,0.9859257306049329,72,False,per_turn
Llama,9,U4,TN,0.07841199481616079,0.5126529061167194,0.8620177360448553,72,False,per_turn
Llama,9,U4,QOC,0.33783196234608814,0.0037045794300841505,0.06174299050140251,72,False,per_turn
Llama,9,U4,LM,-0.01983603851979929,0.8686410717759234,1.0,72,False,per_turn
Llama,9,U4,ME,,,1.0,72,False,per_turn
Llama,9,U4,EMP,-0.19860190529865152,0.09444468169628085,0.39351950706783695,72,False,per_turn
Llama,9,U5,SEN,0.23550926185983034,0.0464263931784527,0.2579244065469595,72,False,per_turn
Llama,9,U5,AUR,0.13265595408599748,0.26663682436022584,0.7016758535795417,72,False,per_turn
Llama,9,U5,TD,-0.04298060774633799,0.7199800505427087,0.935009746193486,72,False,per_turn
Llama,9,U5,FIX,0.06106756479091012,0.6103438776452459,0.8620177360448553,72,False,per_turn
